Station.Name,Filtered,Parameter,Date.Time,Value,QA.Code,Unit,QAQC.Sample,Comments,Rain.in.Last.24.Hours,Sky.Condition,Flow.Severity,Comp..Code,Thalweg,Lab,Project
EL5.6EC,,Alkalinity,7/18/06 10:11,69.7,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Alkalinity,8/8/06 9:30,95.3,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Alkalinity,9/12/06 9:05,61.2,,mgCaCO3/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL5.6EC,,Alkalinity,10/10/06 9:54,53.9,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Alkalinity,11/7/06 9:24,64,,mgCaCO3/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL5.6EC,,Alkalinity,12/6/06 9:10,62.2,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Alkalinity,10/16/07 10:55,61.8,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Alkalinity,11/6/07 9:40,65.6,,mgCaCO3/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL5.6EC,,Alkalinity,12/5/07 10:05,77.3,,mgCaCO3/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL5.6EC,,Alkalinity,1/15/08 10:06,77.7,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Alkalinity,2/12/08 10:10,94,,mgCaCO3/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL5.6EC,,Alkalinity,3/13/08 9:47,72.3,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL5.6EC,,Alkalinity,4/8/08 10:10,72.2,,mgCaCO3/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL5.6EC,,Alkalinity,5/6/08 9:29,93,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL7.1SEC,,Alkalinity,2/7/06 9:20,125.4,,mgCaCO3/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL7.1SEC,,Alkalinity,3/14/06 10:15,53.5,,mgCaCO3/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL7.1SEC,,Alkalinity,4/4/06 9:55,71.8,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL7.1SEC,,Alkalinity,5/16/06 9:11,49.8,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL7.1SEC,,Alkalinity,6/13/06 10:23,72.1,,mgCaCO3/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL7.1SEC,,Alkalinity,7/18/06 10:28,96.2,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL7.1SEC,,Alkalinity,8/8/06 9:45,132.3,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL7.1SEC,,Alkalinity,9/12/06 9:15,123.1,,mgCaCO3/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL7.1SEC,,Alkalinity,10/10/06 10:10,44.1,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL7.1SEC,,Alkalinity,11/7/06 9:37,133.7,,mgCaCO3/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL7.1SEC,,Alkalinity,12/6/06 9:25,77.2,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL7.1SEC,,Alkalinity,10/16/07 11:10,57.5,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL7.1SEC,,Alkalinity,11/6/07 9:55,83,,mgCaCO3/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL7.1SEC,,Alkalinity,12/5/07 9:55,115,,mgCaCO3/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL7.1SEC,,Alkalinity,1/15/08 10:27,128.2,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL7.1SEC,,Alkalinity,2/12/08 10:45,110.5,,mgCaCO3/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL7.1SEC,,Alkalinity,3/13/08 10:04,119.6,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL7.1SEC,,Alkalinity,4/8/08 10:25,128.2,,mgCaCO3/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL7.1SEC,,Alkalinity,5/6/08 9:44,171.8,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL8.1GC,,Alkalinity,2/7/06 10:10,98.4,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL8.1GC,,Alkalinity,3/14/06 10:10,83.9,,mgCaCO3/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL8.1GC,,Alkalinity,4/4/06 10:40,90.7,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL8.1GC,,Alkalinity,5/16/06 9:55,83.8,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL8.1GC,,Alkalinity,6/13/06 11:08,102,,mgCaCO3/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL8.1GC,,Alkalinity,7/18/06 10:45,126.2,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL8.1GC,,Alkalinity,8/8/06 10:40,108.5,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL8.1GC,,Alkalinity,9/12/06 9:52,134.4,,mgCaCO3/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL8.1GC,,Alkalinity,10/10/06 11:02,97.7,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL8.1GC,,Alkalinity,11/7/06 10:45,36.7,,mgCaCO3/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL8.1GC,,Alkalinity,12/6/06 10:17,120.3,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL8.1GC,,Alkalinity,11/6/07 10:35,107.4,,mgCaCO3/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL8.1GC,,Alkalinity,12/5/07 10:15,97.9,,mgCaCO3/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL8.1GC,,Alkalinity,1/15/08 10:54,82.1,,mgCaCO3/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL8.1GC,,Alkalinity,2/12/08 11:18,106.3,,mgCaCO3/L,, ,,Cloudy,NA,G,,SDWRF,Ambient
EL8.1GC,,Alkalinity,3/13/08 10:07,104.2,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL8.1GC,,Alkalinity,4/8/08 10:55,132.7,,mgCaCO3/L,, ,,Partly Cloudy,NA,G,,SDWRF,Ambient
EL8.1GC,,Alkalinity,5/6/08 10:25,107.2,,mgCaCO3/L,, ,,Sunny,NA,G,,SDWRF,Ambient
EL8.5SEC,,Alkalinity,1/19/12 10:10,44,,mgCaCO3/L,,SDWRF and ENCO samples collected alongside each other,No,Sunny,3,G,Yes,,10-013
EL8.5SEC,,Alkalinity,5/2/12 8:35,102,J7,mgCaCO3/L,, ,Yes,Sunny,3,G,Yes,,10-013
EL8.5SEC,,Alkalinity,5/23/12 9:55,32,J7,mgCaCO3/L,, ,Yes,Partly Cloudy,4,G,Yes,,10-013
EL8.5SEC,,Alkalinity,6/6/12 9:55,38,J7,mgCaCO3/L,, ,Yes,Partly Cloudy,3,G,Yes,,10-013
EL8.5SEC,,Alkalinity,6/11/12 15:55,44,,mgCaCO3/L,,Storm 1,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,6/11/12 16:25,27,,mgCaCO3/L,,Storm 2,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,6/11/12 16:55,20,,mgCaCO3/L,,Storm 3,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,6/20/12 11:00,45,J7,mgCaCO3/L,, ,Yes,Sunny,3,G,Yes,,10-013
EL8.5SEC,,Alkalinity,7/3/12 10:45,42,J7,mgCaCO3/L,, ,No,Sunny,3,G,Yes,,10-013
EL8.5SEC,,Alkalinity,7/9/12 17:04,34,J7,mgCaCO3/L,,Storm 1,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,7/9/12 18:04,27,J7,mgCaCO3/L,,Storm 2,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,7/9/12 19:04,20,J7,mgCaCO3/L,,Storm 3,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,7/18/12 9:20,53,J7,mgCaCO3/L,, ,No,Sunny,1,G,Yes,,10-013
EL8.5SEC,,Alkalinity,8/1/12 11:40,42,J7,mgCaCO3/L,, ,No,Cloudy,1,G,Yes,,10-013
EL8.5SEC,,Alkalinity,8/22/12 12:00,43,J7,mgCaCO3/L,, ,No,Partly Cloudy,3,G,Yes,,10-013
EL8.5SEC,,Alkalinity,9/5/12 11:35,64,J7,mgCaCO3/L,, ,Yes,Partly Cloudy,3,G,Yes,,10-013
EL8.5SEC,,Alkalinity,9/26/12 12:20,72,J7,mgCaCO3/L,, ,No,Sunny,3,G,Yes,,10-013
EL8.5SEC,,Alkalinity,10/10/12 10:40,70,J7,mgCaCO3/L,, ,Yes,Sunny,3,G,Yes,,10-013
EL8.5SEC,,Alkalinity,10/15/12 14:14,30,J7,mgCaCO3/L,,Storm 1,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,10/15/12 15:14,24,J7,mgCaCO3/L,,Storm 2,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,10/15/12 16:14,25,J7,mgCaCO3/L,,Storm 3,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,10/24/12 13:05,36,J7,mgCaCO3/L,, ,No,Sunny,3,G,Yes,,10-013
EL8.5SEC,,Alkalinity,1/14/13 20:21,74,J7,mgCaCO3/L,,Storm 1,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,1/14/13 22:21,54,J7,mgCaCO3/L,,Storm 2,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,1/15/13 0:21,50,J7,mgCaCO3/L,,Storm 3,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,2/7/13 19:06,93,J7,mgCaCO3/L,,Storm 1,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,2/10/16 8:26,88,,mgCaCO3/L,,Staff Gage:  0.68,No,Sunny,2,G,Yes,SDWRF,Ambient
EL8.5SEC,,Alkalinity,4/1/16 0:08,23,,mgCaCO3/L,,Storm 1,,,NA,,,ENCO,10-013
EL8.5SEC,,Alkalinity,4/1/16 2:08,28,,mgCaCO3/L,,Storm 2,,,NA,,,ENCO,10-013
EL8.5SEC,,Alkalinity,4/1/16 4:08,42,,mgCaCO3/L,,Storm 3,,,NA,,,ENCO,10-013
EL8.5SEC,,Alkalinity,4/13/16 8:45,64,,mgCaCO3/L,,Staff Gage:  0.70,Yes,Sunny,2,G,Yes,SDWRF,Ambient
EL8.5SEC,,Alkalinity,5/11/16 8:40,94,,mgCaCO3/L,,Staff Gage:  0.68,No,Partly Cloudy,2,G,Yes,SDWRF,Ambient
EL8.5SEC,,Alkalinity,6/15/16 8:35,88,,mgCaCO3/L,,Staff Gage:  0.64; Barely discernable discharge,No,Partly Cloudy,1,G,Yes,SDWRF,Ambient
EL8.5SEC,,Alkalinity,7/13/16 8:35,60,,mgCaCO3/L,,Staff Gage:  0.73,Yes,Overcast,2,G,Yes,SDWRF,Ambient
EL8.5SEC,,Alkalinity,8/10/16 8:30,90,,mgCaCO3/L,,Staff Gage:  0.56,Yes,Partly Cloudy,3,G,Yes,SDWRF,Ambient
EL8.5SEC,,Alkalinity,9/14/16 8:40,110,,mgCaCO3/L,,Duplicate Site; Staff Gage:  0.66 Duplicate,No,Partly Cloudy,2,G,Yes,SDWRF,Ambient
EL8.5SEC,,Alkalinity,9/14/16 8:40,110,,mgCaCO3/L,,Duplicate Site; Staff Gage:  0.66 Duplicate,No,Partly Cloudy,2,G,Yes,SDWRF,Ambient
EL8.5SEC,,Alkalinity,9/18/16 20:00,20,,mgCaCO3/L,,Storm 1,,,NA,,,ENCO,10-013
EL8.5SEC,,Alkalinity,10/12/16 8:40,48,,mgCaCO3/L,,Staff Gage:  0.72,No,Sunny,2,G,Yes,SDWRF,Ambient
EL8.5SEC,,Alkalinity,11/9/16 9:05,26,,mgCaCO3/L,,"Staff Gage:  0.90; High stage, merky water",No,Overcast,2,G,Yes,SDWRF,Ambient
EL8.5SEC,,Alkalinity,12/8/16 9:00,66,,mgCaCO3/L,,Staff Gage:  0.67,Yes,Overcast,2,G,Yes,SDWRF,Ambient
EL8.5SEC,,Alkalinity,5/22/17 23:53,22,,mgCaCO3/L,,Storm 1 Duplicate,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,5/23/17 1:23,13.3,,mgCaCO3/L,,Storm 2 Duplicate,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,6/16/17 20:22,49,,mgCaCO3/L,,Storm 1,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,6/16/17 21:52,8.7,,mgCaCO3/L,,Storm 2,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,6/16/17 23:22,12.6,,mgCaCO3/L,,Storm 3 -Duplicate Duplicate,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,6/16/17 23:22,15.8,,mgCaCO3/L,,Storm 3 -Duplicate Duplicate,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,7/27/17 21:44,39,,mgCaCO3/L,,Storm 1,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,7/27/17 23:14,12.4,,mgCaCO3/L,,Storm 2,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,7/28/17 0:44,21,,mgCaCO3/L,,Storm 3 - Duplicate Duplicate,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,7/28/17 0:44,20,,mgCaCO3/L,,Storm 3 - Duplicate Duplicate,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,8/7/17 19:52,11.8,,mgCaCO3/L,,Storm 1,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,8/7/17 21:22,14.2,,mgCaCO3/L,,Storm 2,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,8/7/17 22:52,20,,mgCaCO3/L,,Storm 3 - Duplicate Duplicate,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,8/7/17 22:52,20,,mgCaCO3/L,,Storm 3 - Duplicate Duplicate,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,8/12/17 1:13,26,,mgCaCO3/L,,Storm 1,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,8/12/17 2:43,9.7,,mgCaCO3/L,,Storm 2,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,8/12/17 4:13,14,,mgCaCO3/L,,Storm 3 - Duplicate Duplicate,,,NA,,,Meritech,10-013
EL8.5SEC,,Alkalinity,8/12/17 4:13,14,,mgCaCO3/L,,Storm 3 - Duplicate Duplicate,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,1/19/12 10:10,17,U,ug/L,,SDWRF and ENCO samples collected alongside each other,No,Sunny,3,G,Yes,,10-013
EL8.5SEC,Field,Aluminum,4/4/12 8:35,22,J,ug/L,, ,No,Sunny,3,G,Yes,,10-013
EL8.5SEC,Field,Aluminum,4/18/12 8:50,4.8,"J,J7",ug/L,, ,,,NA,,,,10-013
EL8.5SEC,Field,Aluminum,5/2/12 8:35,12.3,,ug/L,, ,Yes,Sunny,3,G,Yes,,10-013
EL8.5SEC,Field,Aluminum,5/23/12 9:55,77,,ug/L,, ,Yes,Partly Cloudy,4,G,Yes,,10-013
EL8.5SEC,Field,Aluminum,6/11/12 15:55,60,,ug/L,,Storm 1,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,6/11/12 16:25,49.3,,ug/L,,Storm 2,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,6/11/12 16:55,61.9,,ug/L,,Storm 3,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,6/20/12 11:00,28.7,J7,ug/L,, ,Yes,Sunny,3,G,Yes,,10-013
EL8.5SEC,Field,Aluminum,7/3/12 10:45,32,J7,ug/L,, ,No,Sunny,3,G,Yes,,10-013
EL8.5SEC,Field,Aluminum,7/9/12 17:04,55.8,,ug/L,,Storm 1,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,7/9/12 18:04,97.7,,ug/L,,Storm 2,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,7/9/12 19:04,70.3,,ug/L,,Storm 3,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,8/1/12 11:40,17.2,J7,ug/L,, ,No,Cloudy,1,G,Yes,,10-013
EL8.5SEC,Field,Aluminum,8/22/12 12:00,35,J7,ug/L,, ,No,Partly Cloudy,3,G,Yes,,10-013
EL8.5SEC,Field,Aluminum,9/5/12 11:35,83,,ug/L,, ,Yes,Partly Cloudy,3,G,Yes,,10-013
EL8.5SEC,Field,Aluminum,10/10/12 10:40,482,J7,ug/L,, ,Yes,Sunny,3,G,Yes,,10-013
EL8.5SEC,Field,Aluminum,10/15/12 14:14,265,J7,ug/L,,Storm 1,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,10/15/12 15:14,389,J7,ug/L,,Storm 2,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,10/15/12 16:14,416,J7,ug/L,,Storm 3,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,10/24/12 13:05,19,,ug/L,, ,No,Sunny,3,G,Yes,,10-013
EL8.5SEC,Field,Aluminum,1/14/13 22:21,156,J7,ug/L,,Storm 2,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,1/15/13 0:21,152,J7,ug/L,,Storm 3,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,1/30/13 23:25,211,J7,ug/L,,Storm 1,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,1/31/13 1:25,306,J7,ug/L,,Storm 2,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,1/31/13 3:25,328,J7,ug/L,,Storm 3,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,1/13/16 8:45,9.4,J,ug/L,,Duplicate Site Staff Gage: 0.66 Duplicate,No,Sunny,2,G,Yes,SDWRF,Ambient
EL8.5SEC,Field,Aluminum,1/13/16 8:45,10,,ug/L,,Duplicate Site Staff Gage: 0.66 Duplicate,No,Sunny,2,G,Yes,SDWRF,Ambient
EL8.5SEC,Field,Aluminum,2/10/16 8:26,10.3,,ug/L,,Staff Gage:  0.68,No,Sunny,2,G,Yes,SDWRF,Ambient
EL8.5SEC,Field,Aluminum,3/16/16 8:46,41,,ug/L,,Staff Gage:  0.72,No,Sunny,2,G,Yes,SDWRF,Ambient
EL8.5SEC,Field,Aluminum,4/1/16 0:08,210,,ug/L,,Storm 1,,,NA,,,ENCO,10-013
EL8.5SEC,Field,Aluminum,4/1/16 2:08,325,,ug/L,,Storm 2,,,NA,,,ENCO,10-013
EL8.5SEC,Field,Aluminum,4/1/16 4:08,335,,ug/L,,Storm 3,,,NA,,,ENCO,10-013
EL8.5SEC,Field,Aluminum,4/13/16 8:45,42.3,,ug/L,,Staff Gage:  0.70,Yes,Sunny,2,G,Yes,SDWRF,Ambient
EL8.5SEC,Field,Aluminum,5/11/16 8:40,7,J,ug/L,,Staff Gage:  0.68,No,Partly Cloudy,2,G,Yes,SDWRF,Ambient
EL8.5SEC,Field,Aluminum,6/15/16 8:35,6.3,J,ug/L,,Staff Gage:  0.64; Barely discernable discharge,No,Partly Cloudy,1,G,Yes,SDWRF,Ambient
EL8.5SEC,Field,Aluminum,7/13/16 8:35,48.3,,ug/L,,Staff Gage:  0.73,Yes,Overcast,2,G,Yes,SDWRF,Ambient
EL8.5SEC,Field,Aluminum,8/10/16 8:30,9.4,J,ug/L,,Staff Gage:  0.56,Yes,Partly Cloudy,3,G,Yes,SDWRF,Ambient
EL8.5SEC,Field,Aluminum,9/14/16 8:40,5.6,J,ug/L,,Duplicate Site; Staff Gage:  0.66 Duplicate,No,Partly Cloudy,2,G,Yes,SDWRF,Ambient
EL8.5SEC,Field,Aluminum,9/14/16 8:40,6,J,ug/L,,Duplicate Site; Staff Gage:  0.66 Duplicate,No,Partly Cloudy,2,G,Yes,SDWRF,Ambient
EL8.5SEC,Field,Aluminum,9/18/16 20:00,87,J,ug/L,,Storm 1,,,NA,,,ENCO,10-013
EL8.5SEC,Field,Aluminum,10/12/16 8:40,15.1,,ug/L,,Staff Gage:  0.72,No,Sunny,2,G,Yes,SDWRF,Ambient
EL8.5SEC,Field,Aluminum,11/9/16 9:05,18.5,,ug/L,,"Staff Gage:  0.90; High stage, merky water",No,Overcast,2,G,Yes,SDWRF,Ambient
EL8.5SEC,Field,Aluminum,12/8/16 9:00,16.5,,ug/L,,Staff Gage:  0.67,Yes,Overcast,2,G,Yes,SDWRF,Ambient
EL8.5SEC,Field,Aluminum,5/22/17 23:53,41,,ug/L,,Storm 1,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,5/23/17 1:23,34,,ug/L,,Storm 2,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,6/16/17 20:22,24,,ug/L,,Storm 1,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,6/16/17 21:52,36,,ug/L,,Storm 2,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,6/16/17 23:22,46,,ug/L,,Storm 3 -Duplicate Duplicate,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,6/16/17 23:22,48,,ug/L,,Storm 3 -Duplicate Duplicate,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,7/27/17 21:44,20.9,,ug/L,,Storm 1,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,7/27/17 23:14,33.3,,ug/L,,Storm 2,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,7/28/17 0:44,31.1,,ug/L,,Storm 3 - Duplicate Duplicate,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,7/28/17 0:44,30.3,,ug/L,,Storm 3 - Duplicate Duplicate,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,8/7/17 19:52,25,,ug/L,,Storm 1,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,8/7/17 21:22,24.9,,ug/L,,Storm 2,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,8/7/17 22:52,27.5,,ug/L,,Storm 3 - Duplicate Duplicate,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,8/7/17 22:52,27.7,,ug/L,,Storm 3 - Duplicate Duplicate,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,8/12/17 1:13,18.8,J7,ug/L,,Storm 1,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,8/12/17 2:43,16.3,J7,ug/L,,Storm 2,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,8/12/17 4:13,22,J7,ug/L,,Storm 3 - Duplicate Duplicate,,,NA,,,Meritech,10-013
EL8.5SEC,Field,Aluminum,8/12/17 4:13,20.8,J7,ug/L,,Storm 3 - Duplicate Duplicate,,,NA,,,Meritech,10-013
EL8.5SEC,,Aluminum,11/9/11 9:50,33,,ug/L,, ,,Cloudy,NA,G,Yes,SDWRF,Ambient&10-013
EL8.5SEC,,Aluminum,11/30/11 10:15,200,,ug/L,, ,No,Sunny,NA,G,Yes,SDWRF,10-013
EL8.5SEC,,Aluminum,1/19/12 10:10,72,J,ug/L,,SDWRF and ENCO samples collected alongside each other,No,Sunny,3,G,Yes,,10-013
