"","Station.Name","Filtered","Parameter","Date.Time","Value","QA.Code","Unit","QAQC.Sample","Comments","Rain.in.Last.24.Hours","Sky.Condition","Flow.Severity","Comp..Code","Thalweg","Lab","Project"
"43","EL7.1SEC","","Alkalinity","2006-05-16 09:11:00",49.8,"","mgCaCO3/L","","","","Sunny",NA,"G","","SDWRF","Ambient"
"44","EL7.1SEC","","Alkalinity","2006-06-13 10:23:00",72.1,"","mgCaCO3/L","","","","Partly Cloudy",NA,"G","","SDWRF","Ambient"
"45","EL7.1SEC","","Alkalinity","2006-07-18 10:28:00",96.2,"","mgCaCO3/L","","","","Sunny",NA,"G","","SDWRF","Ambient"
"46","EL7.1SEC","","Alkalinity","2006-08-08 09:45:00",132.3,"","mgCaCO3/L","","","","Sunny",NA,"G","","SDWRF","Ambient"
"47","EL7.1SEC","","Alkalinity","2006-09-12 09:15:00",123.1,"","mgCaCO3/L","","","","Cloudy",NA,"G","","SDWRF","Ambient"
"48","EL7.1SEC","","Alkalinity","2006-10-10 10:10:00",44.1,"","mgCaCO3/L","","","","Sunny",NA,"G","","SDWRF","Ambient"
"49","EL7.1SEC","","Alkalinity","2006-11-07 09:37:00",133.7,"","mgCaCO3/L","","","","Partly Cloudy",NA,"G","","SDWRF","Ambient"
"50","EL7.1SEC","","Alkalinity","2006-12-06 09:25:00",77.2,"","mgCaCO3/L","","","","Sunny",NA,"G","","SDWRF","Ambient"
"51","EL7.1SEC","","Alkalinity","2007-10-16 11:10:00",57.5,"","mgCaCO3/L","","","","Sunny",NA,"G","","SDWRF","Ambient"
"52","EL7.1SEC","","Alkalinity","2007-11-06 09:55:00",83,"","mgCaCO3/L","","","","Cloudy",NA,"G","","SDWRF","Ambient"
"53","EL7.1SEC","","Alkalinity","2007-12-05 09:55:00",115,"","mgCaCO3/L","","","","Partly Cloudy",NA,"G","","SDWRF","Ambient"
"54","EL7.1SEC","","Alkalinity","2008-01-15 10:27:00",128.2,"","mgCaCO3/L","","","","Sunny",NA,"G","","SDWRF","Ambient"
"55","EL7.1SEC","","Alkalinity","2008-02-12 10:45:00",110.5,"","mgCaCO3/L","","","","Cloudy",NA,"G","","SDWRF","Ambient"
"56","EL7.1SEC","","Alkalinity","2008-03-13 10:04:00",119.6,"","mgCaCO3/L","","","","Sunny",NA,"G","","SDWRF","Ambient"
"57","EL7.1SEC","","Alkalinity","2008-04-08 10:25:00",128.2,"","mgCaCO3/L","","","","Partly Cloudy",NA,"G","","SDWRF","Ambient"
"58","EL7.1SEC","","Alkalinity","2008-05-06 09:44:00",171.8,"","mgCaCO3/L","","","","Sunny",NA,"G","","SDWRF","Ambient"
"59","EL8.1GC","","Alkalinity","2006-02-07 10:10:00",98.4,"","mgCaCO3/L","","","","Sunny",NA,"G","","SDWRF","Ambient"
"60","EL8.1GC","","Alkalinity","2006-03-14 10:10:00",83.9,"","mgCaCO3/L","","","","Partly Cloudy",NA,"G","","SDWRF","Ambient"
"61","EL8.1GC","","Alkalinity","2006-04-04 10:40:00",90.7,"","mgCaCO3/L","","","","Sunny",NA,"G","","SDWRF","Ambient"
"62","EL8.1GC","","Alkalinity","2006-05-16 09:55:00",83.8,"","mgCaCO3/L","","","","Sunny",NA,"G","","SDWRF","Ambient"
"63","EL8.1GC","","Alkalinity","2006-06-13 11:08:00",102,"","mgCaCO3/L","","","","Partly Cloudy",NA,"G","","SDWRF","Ambient"
"64","EL8.1GC","","Alkalinity","2006-07-18 10:45:00",126.2,"","mgCaCO3/L","","","","Sunny",NA,"G","","SDWRF","Ambient"
"65","EL8.1GC","","Alkalinity","2006-08-08 10:40:00",108.5,"","mgCaCO3/L","","","","Sunny",NA,"G","","SDWRF","Ambient"
"66","EL8.1GC","","Alkalinity","2006-09-12 09:52:00",134.4,"","mgCaCO3/L","","","","Cloudy",NA,"G","","SDWRF","Ambient"
"67","EL8.1GC","","Alkalinity","2006-10-10 11:02:00",97.7,"","mgCaCO3/L","","","","Sunny",NA,"G","","SDWRF","Ambient"
"68","EL8.1GC","","Alkalinity","2006-11-07 10:45:00",36.7,"","mgCaCO3/L","","","","Partly Cloudy",NA,"G","","SDWRF","Ambient"
"69","EL8.1GC","","Alkalinity","2006-12-06 10:17:00",120.3,"","mgCaCO3/L","","","","Sunny",NA,"G","","SDWRF","Ambient"
"70","EL8.1GC","","Alkalinity","2007-11-06 10:35:00",107.4,"","mgCaCO3/L","","","","Cloudy",NA,"G","","SDWRF","Ambient"
"71","EL8.1GC","","Alkalinity","2007-12-05 10:15:00",97.9,"","mgCaCO3/L","","","","Cloudy",NA,"G","","SDWRF","Ambient"
"72","EL8.1GC","","Alkalinity","2008-01-15 10:54:00",82.1,"","mgCaCO3/L","","","","Cloudy",NA,"G","","SDWRF","Ambient"
"73","EL8.1GC","","Alkalinity","2008-02-12 11:18:00",106.3,"","mgCaCO3/L","","","","Cloudy",NA,"G","","SDWRF","Ambient"
"74","EL8.1GC","","Alkalinity","2008-03-13 10:07:00",104.2,"","mgCaCO3/L","","","","Sunny",NA,"G","","SDWRF","Ambient"
"75","EL8.1GC","","Alkalinity","2008-04-08 10:55:00",132.7,"","mgCaCO3/L","","","","Partly Cloudy",NA,"G","","SDWRF","Ambient"
"76","EL8.1GC","","Alkalinity","2008-05-06 10:25:00",107.2,"","mgCaCO3/L","","","","Sunny",NA,"G","","SDWRF","Ambient"
"77","EL8.5SEC","","Alkalinity","2016-02-10 08:26:00",88,"","mgCaCO3/L","","Staff Gage:  0.68","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"78","EL8.5SEC","","Alkalinity","2016-04-13 08:45:00",64,"","mgCaCO3/L","","Staff Gage:  0.70","Yes","Sunny",2,"G","Yes","SDWRF","Ambient"
"79","EL8.5SEC","","Alkalinity","2016-05-11 08:40:00",94,"","mgCaCO3/L","","Staff Gage:  0.68","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"80","EL8.5SEC","","Alkalinity","2016-06-15 08:35:00",88,"","mgCaCO3/L","","Staff Gage:  0.64; Barely discernable discharge","No","Partly Cloudy",1,"G","Yes","SDWRF","Ambient"
"81","EL8.5SEC","","Alkalinity","2016-07-13 08:35:00",60,"","mgCaCO3/L","","Staff Gage:  0.73","Yes","Overcast",2,"G","Yes","SDWRF","Ambient"
"82","EL8.5SEC","","Alkalinity","2016-08-10 08:30:00",90,"","mgCaCO3/L","","Staff Gage:  0.56","Yes","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"83","EL8.5SEC","","Alkalinity","2016-09-14 08:40:00",110,"","mgCaCO3/L","","Duplicate Site; Staff Gage:  0.66 Duplicate","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"84","EL8.5SEC","","Alkalinity","2016-09-14 08:40:00",110,"","mgCaCO3/L","","Duplicate Site; Staff Gage:  0.66 Duplicate","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"85","EL8.5SEC","","Alkalinity","2016-10-12 08:40:00",48,"","mgCaCO3/L","","Staff Gage:  0.72","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"86","EL8.5SEC","","Alkalinity","2016-11-09 09:05:00",26,"","mgCaCO3/L","","Staff Gage:  0.90; High stage, merky water","No","Overcast",2,"G","Yes","SDWRF","Ambient"
"87","EL8.5SEC","","Alkalinity","2016-12-08 09:00:00",66,"","mgCaCO3/L","","Staff Gage:  0.67","Yes","Overcast",2,"G","Yes","SDWRF","Ambient"
"88","EL8.5SEC","Field","Aluminum","2016-01-13 08:45:00",9.4,"J","ug/L","","Duplicate Site Staff Gage: 0.66 Duplicate","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"89","EL8.5SEC","Field","Aluminum","2016-01-13 08:45:00",10,"","ug/L","","Duplicate Site Staff Gage: 0.66 Duplicate","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"90","EL8.5SEC","Field","Aluminum","2016-02-10 08:26:00",10.3,"","ug/L","","Staff Gage:  0.68","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"91","EL8.5SEC","Field","Aluminum","2016-03-16 08:46:00",41,"","ug/L","","Staff Gage:  0.72","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"92","EL8.5SEC","Field","Aluminum","2016-04-13 08:45:00",42.3,"","ug/L","","Staff Gage:  0.70","Yes","Sunny",2,"G","Yes","SDWRF","Ambient"
"93","EL8.5SEC","Field","Aluminum","2016-05-11 08:40:00",7,"J","ug/L","","Staff Gage:  0.68","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"94","EL8.5SEC","Field","Aluminum","2016-06-15 08:35:00",6.3,"J","ug/L","","Staff Gage:  0.64; Barely discernable discharge","No","Partly Cloudy",1,"G","Yes","SDWRF","Ambient"
"95","EL8.5SEC","Field","Aluminum","2016-07-13 08:35:00",48.3,"","ug/L","","Staff Gage:  0.73","Yes","Overcast",2,"G","Yes","SDWRF","Ambient"
"96","EL8.5SEC","Field","Aluminum","2016-08-10 08:30:00",9.4,"J","ug/L","","Staff Gage:  0.56","Yes","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"97","EL8.5SEC","Field","Aluminum","2016-09-14 08:40:00",5.6,"J","ug/L","","Duplicate Site; Staff Gage:  0.66 Duplicate","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"98","EL8.5SEC","Field","Aluminum","2016-09-14 08:40:00",6,"J","ug/L","","Duplicate Site; Staff Gage:  0.66 Duplicate","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"99","EL8.5SEC","Field","Aluminum","2016-10-12 08:40:00",15.1,"","ug/L","","Staff Gage:  0.72","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"100","EL8.5SEC","Field","Aluminum","2016-11-09 09:05:00",18.5,"","ug/L","","Staff Gage:  0.90; High stage, merky water","No","Overcast",2,"G","Yes","SDWRF","Ambient"
"101","EL8.5SEC","Field","Aluminum","2016-12-08 09:00:00",16.5,"","ug/L","","Staff Gage:  0.67","Yes","Overcast",2,"G","Yes","SDWRF","Ambient"
"102","EL8.5SEC","","Aluminum","2011-11-09 09:50:00",33,"","ug/L","","","","Cloudy",NA,"G","Yes","SDWRF","Ambient&10-013"
"103","EL8.5SEC","","Aluminum","2016-01-13 08:45:00",109.6,"","ug/L","","Duplicate Site Staff Gage: 0.66 Duplicate","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"104","EL8.5SEC","","Aluminum","2016-01-13 08:45:00",117,"","ug/L","","Duplicate Site Staff Gage: 0.66 Duplicate","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"105","EL8.5SEC","","Aluminum","2016-02-10 08:26:00",118.7,"","ug/L","","Staff Gage:  0.68","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"106","EL8.5SEC","","Aluminum","2016-03-16 08:46:00",413.7,"","ug/L","","Staff Gage:  0.72","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"107","EL8.5SEC","","Aluminum","2016-04-13 08:45:00",139,"","ug/L","","Staff Gage:  0.70","Yes","Sunny",2,"G","Yes","SDWRF","Ambient"
"108","EL8.5SEC","","Aluminum","2016-05-11 08:40:00",57,"","ug/L","","Staff Gage:  0.68","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"109","EL8.5SEC","","Aluminum","2016-06-15 08:35:00",75.7,"","ug/L","","Staff Gage:  0.64; Barely discernable discharge","No","Partly Cloudy",1,"G","Yes","SDWRF","Ambient"
"110","EL8.5SEC","","Aluminum","2016-07-13 08:35:00",353,"","ug/L","","Staff Gage:  0.73","Yes","Overcast",2,"G","Yes","SDWRF","Ambient"
"111","EL8.5SEC","","Aluminum","2016-08-10 08:30:00",257,"","ug/L","","Staff Gage:  0.56","Yes","Partly Cloudy",3,"G","Yes","SDWRF","Ambient"
"112","EL8.5SEC","","Aluminum","2016-09-14 08:40:00",198,"","ug/L","","Duplicate Site; Staff Gage:  0.66 Duplicate","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"113","EL8.5SEC","","Aluminum","2016-09-14 08:40:00",288,"","ug/L","","Duplicate Site; Staff Gage:  0.66 Duplicate","No","Partly Cloudy",2,"G","Yes","SDWRF","Ambient"
"114","EL8.5SEC","","Aluminum","2016-10-12 08:40:00",158,"","ug/L","","Staff Gage:  0.72","No","Sunny",2,"G","Yes","SDWRF","Ambient"
"115","EL8.5SEC","","Aluminum","2016-11-09 09:05:00",414,"","ug/L","","Staff Gage:  0.90; High stage, merky water","No","Overcast",2,"G","Yes","SDWRF","Ambient"
"116","EL8.5SEC","","Aluminum","2016-12-08 09:00:00",62,"","ug/L","","Staff Gage:  0.67","Yes","Overcast",2,"G","Yes","SDWRF","Ambient"
"117","EL1.9EC","","Ammonia Nitrogen","2009-01-06 09:30:00",0.09,"","mg/L","","","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"118","EL1.9EC","","Ammonia Nitrogen","2009-02-10 09:55:00",0.07,"","mg/L","","","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"119","EL1.9EC","","Ammonia Nitrogen","2009-03-17 09:20:00",0.06,"","mg/L","","","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"120","EL1.9EC","","Ammonia Nitrogen","2009-04-14 09:00:00",0.08,"","mg/L","","","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"121","EL1.9EC","","Ammonia Nitrogen","2009-05-12 09:25:00",0.31,"","mg/L","","","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"122","EL1.9EC","","Ammonia Nitrogen","2009-06-10 08:15:00",0.2,"","mg/L","","","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"123","EL1.9EC","","Ammonia Nitrogen","2009-07-14 09:00:00",0.2,"","mg/L","","","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"124","EL1.9EC","","Ammonia Nitrogen","2009-08-11 08:25:00",0.14,"","mg/L","","","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"125","EL1.9EC","","Ammonia Nitrogen","2009-09-15 09:50:00",0.1,"","mg/L","","","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"126","EL1.9EC","","Ammonia Nitrogen","2009-10-13 08:43:00",0.08,"","mg/L","","","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"127","EL1.9EC","","Ammonia Nitrogen","2009-11-10 08:55:00",0.1,"","mg/L","","","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"128","EL1.9EC","","Ammonia Nitrogen","2009-12-01 09:18:00",0.15,"","mg/L","","","Yes","Sunny",NA,"G","Yes","SDWRF","Ambient"
"129","EL1.9EC","","Ammonia Nitrogen","2010-01-12 09:10:00",0.1,"","mg/L","","pH pen malfunctioned when original data was collected, so corrected pH was taken at 1300.","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"130","EL1.9EC","","Ammonia Nitrogen","2010-02-16 08:55:00",0.08,"","mg/L","","","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"131","EL1.9EC","","Ammonia Nitrogen","2010-03-09 09:10:00",0.08,"","mg/L","","","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"132","EL1.9EC","","Ammonia Nitrogen","2010-04-13 08:46:00",0.15,"","mg/L","","Nutrient loading study duplicate NLSD-05 collected at same time as ambient sample","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"133","EL1.9EC","","Ammonia Nitrogen","2010-05-04 09:05:00",0.056,"J","mg/L","","AS-10","No","Cloudy",NA,"G","Yes","ENCO","Ambient"
"134","EL1.9EC","","Ammonia Nitrogen","2010-05-04 09:05:00",0.056,"J","mg/L","","AS-10","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"135","EL1.9EC","","Ammonia Nitrogen","2010-06-15 09:10:00",0.15,"","mg/L","","","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"136","EL1.9EC","","Ammonia Nitrogen","2010-07-13 09:05:00",0.48,"","mg/L","","","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"137","EL1.9EC","","Ammonia Nitrogen","2010-08-10 08:45:00",0.05,"","mg/L","","","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"138","EL1.9EC","","Ammonia Nitrogen","2010-09-14 08:50:00",0.05,"U","mg/L","","","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"139","EL1.9EC","","Ammonia Nitrogen","2010-10-12 09:10:00",0.05,"U","mg/L","","NLS-04 (TRIP BLANK) TAKEN AT 0835
NLS-05 SAMPLES TAKEN AT SAME TIME AS LAB # 41 SAMPLES TAKEN","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"140","EL1.9EC","","Ammonia Nitrogen","2010-11-09 09:46:00",0.05,"U","mg/L","","","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"141","EL1.9EC","","Ammonia Nitrogen","2010-12-07 09:25:00",0.05,"U","mg/L","","","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"142","EL1.9EC","","Ammonia Nitrogen","2011-01-18 10:10:00",0.05,"U","mg/L","","","No","",NA,"G","Yes","SDWRF","Ambient"
"143","EL1.9EC","","Ammonia Nitrogen","2011-02-15 10:05:00",0.05,"U","mg/L","","","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"144","EL1.9EC","","Ammonia Nitrogen","2011-03-15 11:50:00",1.72,"","mg/L","","","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"145","EL1.9EC","","Ammonia Nitrogen","2011-04-12 10:30:00",1.94,"","mg/L","","","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"146","EL1.9EC","","Ammonia Nitrogen","2011-05-11 11:40:00",0.08,"","mg/L","","FLOW SEV:3","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"147","EL1.9EC","","Ammonia Nitrogen","2011-06-07 10:20:00",0.05,"U","mg/L","","FLOW SEV: 3","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"148","EL1.9EC","","Ammonia Nitrogen","2011-07-12 10:40:00",0.39,"","mg/L","","FLOW SEV:3","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"149","EL1.9EC","","Ammonia Nitrogen","2011-08-16 09:50:00",1.7,"","mg/L","","","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"150","EL1.9EC","","Ammonia Nitrogen","2011-09-13 09:55:00",0.05,"U","mg/L","","","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"151","EL1.9EC","","Ammonia Nitrogen","2011-10-11 10:10:00",0.05,"U","mg/L","","","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"152","EL1.9EC","","Ammonia Nitrogen","2011-11-09 11:53:00",0.05,"U","mg/L","","","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"153","EL1.9EC","","Ammonia Nitrogen","2011-12-06 10:07:00",0.05,"U","mg/L","","","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"154","EL1.9EC","","Ammonia Nitrogen","2012-01-25 09:20:00",0.05,"U","mg/L","","","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"155","EL1.9EC","","Ammonia Nitrogen","2012-02-21 09:25:00",0.24,"","mg/L","","","Yes","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"156","EL1.9EC","","Ammonia Nitrogen","2012-03-20 09:55:00",0.22,"","mg/L","","Well mixed due to high flows","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"157","EL5.5GC","","Ammonia Nitrogen","2010-01-12 09:05:00",0.05,"U","mg/L","","","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"158","EL5.5GC","","Ammonia Nitrogen","2010-02-16 09:10:00",0.05,"U","mg/L","","","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"159","EL5.5GC","","Ammonia Nitrogen","2010-03-09 09:05:00",0.05,"U","mg/L","","","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"160","EL5.5GC","","Ammonia Nitrogen","2010-04-13 08:50:00",0.05,"U","mg/L","","","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"161","EL5.5GC","","Ammonia Nitrogen","2010-05-04 09:10:00",0.05,"U","mg/L","","Staff gauge: 4.14', AS-03

AS-03

J:  value between MDL and MRL","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"162","EL5.5GC","","Ammonia Nitrogen","2010-05-04 09:10:00",0.05,"U","mg/L","","Staff gauge: 4.14', AS-03

AS-03

J:  value between MDL and MRL","No","Cloudy",NA,"G","Yes","ENCO","Ambient"
"163","EL5.5GC","","Ammonia Nitrogen","2010-06-15 09:40:00",0.05,"U","mg/L","","","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"164","EL5.5GC","","Ammonia Nitrogen","2010-07-13 09:00:00",0.2,"","mg/L","","","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"165","EL5.5GC","","Ammonia Nitrogen","2010-08-10 08:55:00",0.09,"","mg/L","","","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"166","EL5.5GC","","Ammonia Nitrogen","2010-09-14 08:55:00",0.05,"U","mg/L","","Staff gauge: 4.22","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
