"","Station Name","Filtered","Parameter","Date/Time","Value","QA Code","Unit","QAQC Sample","Comments","Rain in Last 24 Hours","Sky Condition","Flow Severity","Comp  Code","Thalweg","Lab","Project"
"21","EL1.9EC",NA,"pH","2010-10-12 09:10:00",7.5,"","",NA,"NLS-04 (TRIP BLANK) TAKEN AT 0835
NLS-05 SAMPLES TAKEN AT SAME TIME AS LAB # 41 SAMPLES TAKEN","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"22","EL1.9EC",NA,"pH","2010-11-09 09:46:00",7.89,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"23","EL1.9EC",NA,"pH","2010-12-07 09:25:00",7.7,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"24","EL1.9EC",NA,"pH","2011-01-18 10:10:00",6.9,"","",NA,"","No","",NA,"G","Yes","SDWRF","Ambient"
"25","EL1.9EC",NA,"pH","2011-02-15 10:05:00",8.1,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"26","EL1.9EC",NA,"pH","2011-03-15 11:50:00",7.7,"","",NA,"","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"27","EL1.9EC",NA,"pH","2011-04-12 10:30:00",8,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"28","EL1.9EC",NA,"pH","2011-05-11 11:40:00",7.42,"","",NA,"FLOW SEV:3","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"29","EL1.9EC",NA,"pH","2011-06-07 10:20:00",7.6,"","",NA,"FLOW SEV: 3","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"30","EL1.9EC",NA,"pH","2011-07-12 10:40:00",7.46,"","",NA,"FLOW SEV:3","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"31","EL1.9EC",NA,"pH","2011-08-16 09:50:00",7.31,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"32","EL1.9EC",NA,"pH","2011-09-13 09:55:00",7.5,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"33","EL1.9EC",NA,"pH","2011-10-11 10:10:00",7.55,"","",NA,"","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"34","EL1.9EC",NA,"pH","2011-11-09 11:53:00",7.43,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"35","EL1.9EC",NA,"pH","2011-12-06 10:07:00",7.5,"","",NA,"","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"36","EL1.9EC",NA,"pH","2012-01-25 09:20:00",7.38,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"37","EL1.9EC",NA,"pH","2012-02-21 09:25:00",7.56,"","",NA,"","Yes","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"38","EL1.9EC",NA,"pH","2012-03-20 09:55:00",6.91,"","",NA,"Well mixed due to high flows","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"39","EL1.9EC",NA,"pH","2012-05-22 09:30:00",7.31,"","",NA,"","No","Partly Cloudy",NA,"G","No","SDWRF","Ambient"
"40","EL5.5GC",NA,"pH","2009-01-06 09:40:00",7.3,"","",NA,"","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"41","EL5.5GC",NA,"pH","2009-02-10 09:55:00",8,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"42","EL5.5GC",NA,"pH","2009-03-17 09:20:00",8,"","",NA,"","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"43","EL5.5GC",NA,"pH","2009-04-14 08:55:00",7.9,"","",NA,"","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"44","EL5.5GC",NA,"pH","2009-05-12 09:20:00",7.9,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"45","EL5.5GC",NA,"pH","2009-06-10 08:55:00",7.7,"","",NA,"","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"46","EL5.5GC",NA,"pH","2009-07-14 09:00:00",7.6,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"47","EL5.5GC",NA,"pH","2009-08-11 08:40:00",7.7,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"48","EL5.5GC",NA,"pH","2009-09-15 09:45:00",7.87,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"49","EL5.5GC",NA,"pH","2009-10-13 08:50:00",7.85,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"50","EL5.5GC",NA,"pH","2009-11-10 09:10:00",8,"","",NA,"","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"51","EL5.5GC",NA,"pH","2009-12-01 09:15:00",8.1,"","",NA,"","Yes","Sunny",NA,"G","Yes","SDWRF","Ambient"
"52","EL5.5GC",NA,"pH","2010-01-12 09:05:00",8.3,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"53","EL5.5GC",NA,"pH","2010-02-16 09:10:00",8.1,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"54","EL5.5GC",NA,"pH","2010-03-09 09:05:00",7.8,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"55","EL5.5GC",NA,"pH","2010-04-13 08:50:00",7.8,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"56","EL5.5GC",NA,"pH","2010-06-15 09:40:00",7.7,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"57","EL5.5GC",NA,"pH","2010-07-13 09:00:00",7.8,"","",NA,"","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"58","EL5.5GC",NA,"pH","2010-08-10 08:55:00",7.8,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"59","EL5.5GC",NA,"pH","2010-09-14 08:55:00",7.4,"","",NA,"Staff gauge: 4.22","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"60","EL5.5GC",NA,"pH","2010-10-12 09:06:00",7.4,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"61","EL5.5GC",NA,"pH","2010-11-09 09:45:00",7.7,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"62","EL5.5GC",NA,"pH","2010-12-07 09:30:00",8.5,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"63","EL5.5GC",NA,"pH","2011-01-19 09:35:00",7.6,"","",NA,"STAFF GAUGE: 4.22","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"64","EL5.5GC",NA,"pH","2011-02-16 09:25:00",7.3,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"65","EL5.5GC",NA,"pH","2011-03-16 10:15:00",7.4,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"66","EL5.5GC",NA,"pH","2011-04-13 09:50:00",7.8,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"67","EL5.5GC",NA,"pH","2011-05-12 10:30:00",7.22,"","",NA,"FLOW SEV:3

STAFF GAUGE: 4.24 FT.","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"68","EL5.5GC",NA,"pH","2011-06-08 09:35:00",7.34,"","",NA,"FLOW SEV:3

STAFF GAUG:  4.08'","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"69","EL5.5GC",NA,"pH","2011-07-13 09:45:00",7.4,"","",NA,"FLOW SEV:3","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"70","EL5.5GC",NA,"pH","2011-08-17 09:40:00",7.22,"","",NA,"SMALL PLUME OF FUEL IN RIFFLE AREA; SOURCE UNKNOWN.","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"71","EL5.5GC",NA,"pH","2011-09-14 10:20:00",7.12,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"72","EL5.5GC",NA,"pH","2011-10-12 10:05:00",7.46,"","",NA,"","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"73","EL5.5GC",NA,"pH","2011-11-10 09:50:00",7.34,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"74","EL5.5GC",NA,"pH","2011-12-07 09:35:00",7.72,"","",NA,"staff gauge 4.20","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"75","EL5.6EC",NA,"pH","2009-01-06 09:55:00",7.6,"","",NA,"","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"76","EL5.6EC",NA,"pH","2009-02-10 10:10:00",8,"","",NA,"Turbidity not on field sheet.","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"77","EL5.6EC",NA,"pH","2009-03-17 09:40:00",7.9,"","",NA,"","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"78","EL5.6EC",NA,"pH","2009-04-14 09:10:00",7.9,"","",NA,"","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"79","EL5.6EC",NA,"pH","2009-05-12 09:35:00",8,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"80","EL5.6EC",NA,"pH","2009-06-10 09:05:00",7.4,"","",NA,"","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"81","EL5.6EC",NA,"pH","2009-07-14 09:20:00",7.3,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"82","EL5.6EC",NA,"pH","2009-08-11 08:55:00",7.7,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"83","EL5.6EC",NA,"pH","2009-09-15 10:05:00",7.56,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"84","EL5.6EC",NA,"pH","2009-10-13 09:00:00",7.87,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"85","EL5.6EC",NA,"pH","2009-11-10 09:25:00",7.9,"","",NA,"","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"86","EL5.6EC",NA,"pH","2009-12-01 09:30:00",8.1,"","",NA,"","Yes","Sunny",NA,"G","Yes","SDWRF","Ambient"
"87","EL5.6EC",NA,"pH","2010-01-12 09:15:00",8.1,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"88","EL5.6EC",NA,"pH","2010-02-16 09:30:00",7.9,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"89","EL5.6EC",NA,"pH","2010-03-09 09:30:00",7.6,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"90","EL5.6EC",NA,"pH","2010-04-13 09:05:00",7.9,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"91","EL5.6EC",NA,"pH","2010-06-15 09:50:00",7.7,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"92","EL5.6EC",NA,"pH","2010-07-13 09:15:00",8,"","",NA,"","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"93","EL5.6EC",NA,"pH","2010-08-10 09:05:00",7.6,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"94","EL5.6EC",NA,"pH","2010-09-14 09:15:00",7.4,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"95","EL5.6EC",NA,"pH","2010-10-12 09:20:00",7.3,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"96","EL5.6EC",NA,"pH","2010-11-09 10:00:00",7.4,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"97","EL5.6EC",NA,"pH","2010-12-07 09:45:00",8.7,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"98","EL5.6EC",NA,"pH","2011-01-18 09:55:00",6.9,"","",NA,"HIGH CONDUCTIVITY PROBABLY FROM SEWER SPILL ON FOSTER ST (1/14/11).","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"99","EL5.6EC",NA,"pH","2011-02-15 09:05:00",7.1,"","",NA,"PERISTALTIC PUMP USED; DISSOLVED METALS FIELD FILTERED","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"100","EL5.6EC",NA,"pH","2011-03-15 11:25:00",7.6,"","",NA,"","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"101","EL5.6EC",NA,"pH","2011-04-12 09:25:00",7.4,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"102","EL5.6EC",NA,"pH","2011-05-11 11:10:00",7.16,"","",NA,"FLOW SEV: 3","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"103","EL5.6EC",NA,"pH","2011-06-07 09:55:00",7.31,"","",NA,"FLOW SEV:3","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"104","EL5.6EC",NA,"pH","2011-07-12 10:15:00",7.34,"","",NA,"FLOW SEV:3","No","Partly Cloudy",NA,"G","No","SDWRF","Ambient"
"105","EL5.6EC",NA,"pH","2011-08-16 09:35:00",7.34,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"106","EL5.6EC",NA,"pH","2011-09-13 09:35:00",7.4,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"107","EL5.6EC",NA,"pH","2011-10-11 09:50:00",7.44,"","",NA,"WQ invest. Extremely turbid water","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"108","EL5.6EC",NA,"pH","2011-11-09 11:30:00",7.49,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"109","EL5.6EC",NA,"pH","2011-12-06 09:45:00",7.45,"","",NA,"","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"110","EL7.1SEC",NA,"pH","2009-01-06 10:25:00",7.5,"","",NA,"","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"111","EL7.1SEC",NA,"pH","2009-02-10 10:25:00",7.9,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"112","EL7.1SEC",NA,"pH","2009-03-17 09:57:00",7.7,"","",NA,"","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"113","EL7.1SEC",NA,"pH","2009-04-14 09:20:00",7.9,"","",NA,"","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"114","EL7.1SEC",NA,"pH","2009-05-12 09:50:00",7.9,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"115","EL7.1SEC",NA,"pH","2009-06-10 09:20:00",7.7,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"116","EL7.1SEC",NA,"pH","2009-07-14 09:35:00",7.4,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"117","EL7.1SEC",NA,"pH","2009-08-11 09:10:00",7.7,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"118","EL7.1SEC",NA,"pH","2009-09-15 10:20:00",7.64,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"119","EL7.1SEC",NA,"pH","2009-10-13 09:15:00",7.73,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"120","EL7.1SEC",NA,"pH","2009-11-10 09:55:00",7.7,"","",NA,"","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"121","EL7.1SEC",NA,"pH","2009-12-01 09:45:00",8,"","",NA,"","Yes","Sunny",NA,"G","Yes","SDWRF","Ambient"
"122","EL7.1SEC",NA,"pH","2010-01-12 09:30:00",7.9,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"123","EL7.1SEC",NA,"pH","2010-02-16 09:40:00",7.9,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"124","EL7.1SEC",NA,"pH","2010-03-09 09:50:00",7.5,"","",NA,"BOD5 overdepleted","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"125","EL7.1SEC",NA,"pH","2010-04-13 09:25:00",7.8,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"126","EL7.1SEC",NA,"pH","2010-06-15 10:15:00",7.5,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"127","EL7.1SEC",NA,"pH","2010-07-13 09:25:00",7.8,"","",NA,"","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"128","EL7.1SEC",NA,"pH","2010-08-10 09:25:00",7.6,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"129","EL7.1SEC",NA,"pH","2010-09-14 09:30:00",7.4,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"130","EL7.1SEC",NA,"pH","2010-10-12 09:35:00",7.4,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"131","EL7.1SEC",NA,"pH","2010-11-09 10:20:00",7.5,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"132","EL7.1SEC",NA,"pH","2010-12-07 10:00:00",8.7,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"133","EL7.1SEC",NA,"pH","2011-01-18 10:30:00",7.2,"","",NA,"GRAY TINT TO WATER. NH3 MESAURED 0.0MG/l. HIGH CONDUCTIVITY FROM ROAD SALT?","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"134","EL7.1SEC",NA,"pH","2011-02-15 09:40:00",7.3,"","",NA,"PERISTALTIC PUMP USED.","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"135","EL7.1SEC",NA,"pH","2011-03-15 11:15:00",7.7,"","",NA,"","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"136","EL7.1SEC",NA,"pH","2011-04-12 10:15:00",7.4,"","",NA,"DO READINGS DO READINGS ""JUMPY"" +/- 5%","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"137","EL7.1SEC",NA,"pH","2011-05-11 10:50:00",7.09,"","",NA,"FLOW SEV:3","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"138","EL7.1SEC",NA,"pH","2011-06-07 09:45:00",7.46,"","",NA,"FLOW SEV:3","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"139","EL7.1SEC",NA,"pH","2011-07-12 09:45:00",7.41,"","",NA,"FLOW SEV:3","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"140","EL7.1SEC",NA,"pH","2011-08-16 09:20:00",7.41,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"141","EL7.1SEC",NA,"pH","2011-09-13 09:20:00",7.57,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"142","EL7.1SEC",NA,"pH","2011-10-11 09:30:00",7.5,"","",NA,"","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"143","EL7.1SEC",NA,"pH","2011-11-09 11:10:00",7.6,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"144","EL7.1SEC",NA,"pH","2011-12-06 09:25:00",7.7,"","",NA,"","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"145","EL8.1GC",NA,"pH","2009-01-06 09:50:00",7.6,"","",NA,"","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"146","EL8.1GC",NA,"pH","2009-02-10 10:20:00",8,"","",NA,"","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"147","EL8.1GC",NA,"pH","2009-03-17 09:50:00",7.8,"","",NA,"","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"148","EL8.1GC",NA,"pH","2009-04-14 09:25:00",7.8,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"149","EL8.1GC",NA,"pH","2009-05-12 10:00:00",7.7,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"150","EL8.1GC",NA,"pH","2009-06-10 08:45:00",7.65,"","",NA,"","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"151","EL8.1GC",NA,"pH","2009-07-14 09:25:00",7.4,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"152","EL8.1GC",NA,"pH","2009-08-11 09:15:00",7.62,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"153","EL8.1GC",NA,"pH","2009-09-15 10:30:00",7.8,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"154","EL8.1GC",NA,"pH","2009-10-13 09:14:00",8.1,"","",NA,"Lab error for Total Ammonia","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"155","EL8.1GC",NA,"pH","2009-11-10 09:35:00",7.96,"","",NA,"","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"156","EL8.1GC",NA,"pH","2009-12-01 09:51:00",8,"","",NA,"","Yes","Sunny",NA,"G","Yes","SDWRF","Ambient"
"157","EL8.1GC",NA,"pH","2010-01-12 09:35:00",7.8,"","",NA,"pH pen malfunctioned when original data was collected, so corrected pH was taken at 1325.","No","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"158","EL8.1GC",NA,"pH","2010-02-16 09:25:00",7.8,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"159","EL8.1GC",NA,"pH","2010-03-09 09:50:00",8.42,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"160","EL8.1GC",NA,"pH","2010-04-13 09:26:00",7.8,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"161","EL8.1GC",NA,"pH","2010-06-15 09:45:00",7.7,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"162","EL8.1GC",NA,"pH","2010-07-13 09:45:00",8,"","",NA,"","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"163","EL8.1GC",NA,"pH","2010-08-10 09:10:00",7.7,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"164","EL8.1GC",NA,"pH","2010-09-14 09:20:00",8.1,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"165","EL8.1GC",NA,"pH","2010-10-12 09:50:00",7.7,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"166","EL8.1GC",NA,"pH","2010-11-09 10:17:00",7.95,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"167","EL8.1GC",NA,"pH","2010-12-07 09:45:00",7.6,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"168","EL8.1GC",NA,"pH","2011-01-19 09:55:00",7.5,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"169","EL8.1GC",NA,"pH","2011-02-16 09:40:00",7.2,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"170","EL8.1GC",NA,"pH","2011-03-16 10:40:00",7.5,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
"171","EL8.1GC",NA,"pH","2011-04-13 10:15:00",7.8,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"172","EL8.1GC",NA,"pH","2011-05-12 10:00:00",7.33,"","",NA,"FLOW SEV:3","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"173","EL8.1GC",NA,"pH","2011-06-08 10:15:00",7.68,"","",NA,"FLOW SEV:3","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"174","EL8.1GC",NA,"pH","2011-07-13 10:10:00",7.84,"","",NA,"FLOW SEV:3","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"175","EL8.1GC",NA,"pH","2011-08-17 10:25:00",7.62,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"176","EL8.1GC",NA,"pH","2011-09-14 10:40:00",7.62,"","",NA,"","No","Sunny",NA,"G","Yes","SDWRF","Ambient"
"177","EL8.1GC",NA,"pH","2011-10-12 10:30:00",7.34,"","",NA,"","Yes","Partly Cloudy",NA,"G","Yes","SDWRF","Ambient"
"178","EL8.1GC",NA,"pH","2011-11-10 10:15:00",7.59,"","",NA,"","No","Cloudy",NA,"G","Yes","SDWRF","Ambient"
